scope,profileId,actionId,actionName,stageIndex,stageClips,notifyId,type,stageRelativeTimeSeconds,sourceDurationSeconds,particleEnabled,skillEffectId,assetReferences,particleCue,sourceLoaByteOffset,sourceJsonLine,rawPayloadMatchesLoa,resolutionStatus
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-000,Anim,0.0,3.299999952316284,,,,,460139,34059,True,SOURCE_CLIP_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-001,AKEvent,0.0010000000474974513,1.1333329677581787,,,AkEvent:S_Mob_G_KoukuSatan1.G_KoukuSatan1_Attack09_Cast1,,460431,34086,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-002,AKEvent,0.0010000000474974513,3.2990000247955322,,,AkEvent:S_Mob_G_KoukuSatan1.G_KoukuSatan1_Attack09_ShotVox1,,460642,34115,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-003,AKEvent,1.0,2.2166669368743896,,,AkEvent:S_Mob_G_KoukuSatan1.G_KoukuSatan1_Attack09_Cast2,,460855,34144,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-004,AKEvent,2.9000000953674316,0.4000000059604645,,,AkEvent:S_Mob_G_KoukuSatan1.G_KoukuSatan1_Attack09_Shot1,,461066,34173,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-005,PlayParticleEffect,2.993422031402588,0.30657801032066345,True,,ParticleSystem:fx_mn_rpct_07_v.Par_V_RPCT_HandSwing_Trail_03_LOC_INT,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'fx_mn_rpct_07_v.Par_V_RPCT_HandSwing_Trail_03_LOC_INT'"",""attachment"":{""mode"":""FOLLOW_NAMED_ANCHORS"",""sourceAnchorNames"":[""Bip001-L-UpperArm"",""Bip001-R-UpperArm""],""runtimeAnchors"":[{""sourceAnchorName"":""Bip001-L-UpperArm"",""runtimeAnchorSlotId"":""Bip001-L-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""resolutionStatus"":""MISSING_SOURCE_SOCKET""},{""sourceAnchorName"":""Bip001-R-UpperArm"",""runtimeAnchorSlotId"":""Bip001-R-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""resolutionStatus"":""MISSING_SOURCE_SOCKET""}],""runtimeAnchorSlotIds"":[""Bip001-L-UpperArm"",""Bip001-R-UpperArm""],""runtimeAnchorSlotId"":""Bip001-L-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""MISSING_SOURCE_SOCKET"",""sourceSelectorByteOffset"":402},""localTransform"":{""sourcePositionUeUnits"":[30.0,15.0,0.0],""position"":[0.3,0.0,-0.15],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[1.0,1.0,1.0]},""sourceTransformByteOffset"":450,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":542,""parameterOverrides"":[]}",461277,34202,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-006,ViewShake,2.9971389770507812,0.0,,,,,461923,34234,True,SOURCE_PARAMETERS_SERIALIZED
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-007,PlayParticleEffect,2.9993350505828857,0.0,True,,ParticleSystem:FX_Post.FX_Par.Par_C_ZoomBlur_03,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'FX_Post.FX_Par.Par_C_ZoomBlur_03'"",""attachment"":{""mode"":""SNAPSHOT_ROOT"",""sourceAnchorNames"":[],""runtimeAnchors"":[],""runtimeAnchorSlotIds"":[],""runtimeAnchorSlotId"":""root"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""EXACT_ROOT_SNAPSHOT"",""sourceSelectorByteOffset"":null},""localTransform"":{""sourcePositionUeUnits"":[275.0,0.0,0.0],""position"":[2.75,0.0,-0.0],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[0.4000000059604645,0.4000000059604645,0.4000000059604645]},""sourceTransformByteOffset"":385,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":473,""parameterOverrides"":[{""sourceIndex"":0,""name"":""life"",""sourceTypeCode"":1,""sourceRecordByteOffset"":477,""type"":""scalar"",""scalarValue"":0.6000000238418579,""sourceValueByteOffset"":490}]}",462175,34257,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-008,PlayParticleEffect,3.0023109912872314,0.0,True,,ParticleSystem:fx_mn_rpct_07_v.Par_V_RPCT_light_cast_01_01_LOC_INT,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'fx_mn_rpct_07_v.Par_V_RPCT_light_cast_01_01_LOC_INT'"",""attachment"":{""mode"":""FOLLOW_NAMED_ANCHORS"",""sourceAnchorNames"":[""FX_Prj_01""],""runtimeAnchors"":[{""sourceAnchorName"":""FX_Prj_01"",""runtimeAnchorSlotId"":""FX_Prj_01"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""resolutionStatus"":""MISSING_SOURCE_SOCKET""}],""runtimeAnchorSlotIds"":[""FX_Prj_01""],""runtimeAnchorSlotId"":""FX_Prj_01"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""MISSING_SOURCE_SOCKET"",""sourceSelectorByteOffset"":401},""localTransform"":{""sourcePositionUeUnits"":[0.0,0.0,100.0],""position"":[0.0,1.0,-0.0],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[1.2999999523162842,1.2999999523162842,1.2999999523162842]},""sourceTransformByteOffset"":419,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":507,""parameterOverrides"":[]}",462830,34288,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-009,PlayParticleEffect,3.005920886993408,0.0,True,,ParticleSystem:FX_CM_02.Light.Par_MP_Light_05_L,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'FX_CM_02.Light.Par_MP_Light_05_L'"",""attachment"":{""mode"":""SNAPSHOT_ROOT"",""sourceAnchorNames"":[],""runtimeAnchors"":[],""runtimeAnchorSlotIds"":[],""runtimeAnchorSlotId"":""root"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""EXACT_ROOT_SNAPSHOT"",""sourceSelectorByteOffset"":null},""localTransform"":{""sourcePositionUeUnits"":[275.0,0.0,200.0],""position"":[2.75,2.0,-0.0],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[1.0,1.0,1.0]},""sourceTransformByteOffset"":387,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":475,""parameterOverrides"":[{""sourceIndex"":0,""name"":""Spawn"",""sourceTypeCode"":1,""sourceRecordByteOffset"":479,""type"":""scalar"",""scalarValue"":0.0,""sourceValueByteOffset"":493},{""sourceIndex"":1,""name"":""Lifetime"",""sourceTypeCode"":1,""sourceRecordByteOffset"":558,""type"":""scalar"",""scalarValue"":0.800000011920929,""sourceValueByteOffset"":575},{""sourceIndex"":2,""name"":""Location"",""sourceTypeCode"":3,""sourceRecordByteOffset"":640,""type"":""vector"",""vectorValue"":[1.0,1.0,1.0],""sourceValueByteOffset"":665},{""sourceIndex"":3,""name"":""Size"",""sourceTypeCode"":3,""sourceRecordByteOffset"":722,""type"":""vector"",""vectorValue"":[600.0,100.0,100.0],""sourceValueByteOffset"":743},{""sourceIndex"":4,""name"":""Color"",""sourceTypeCode"":3,""sourceRecordByteOffset"":800,""type"":""vector"",""vectorValue"":[5.0,1.0,1.0],""sourceValueByteOffset"":822},{""sourceIndex"":5,""name"":""Alpha"",""sourceTypeCode"":1,""sourceRecordByteOffset"":879,""type"":""scalar"",""scalarValue"":1.0,""sourceValueByteOffset"":893}]}",463441,34319,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,0,Att_battle_28_01,action-4219912/stage-000/notify-010,MonsterMoveNextStage,3.299999952316284,0.0,,,,,464499,34355,True,TIMING_OR_STATE_ONLY
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-000,Anim,0.0,0.03333299979567528,,,,,464819,34395,True,SOURCE_CLIP_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-001,PlayParticleEffect,0.0,1.0,True,,ParticleSystem:fx_mn_rpct_07_v.Par_V_RPCT_HandSwing_Trail_03_LOC_INT,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'fx_mn_rpct_07_v.Par_V_RPCT_HandSwing_Trail_03_LOC_INT'"",""attachment"":{""mode"":""FOLLOW_NAMED_ANCHORS"",""sourceAnchorNames"":[""Bip001-L-UpperArm"",""Bip001-R-UpperArm""],""runtimeAnchors"":[{""sourceAnchorName"":""Bip001-L-UpperArm"",""runtimeAnchorSlotId"":""Bip001-L-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""resolutionStatus"":""MISSING_SOURCE_SOCKET""},{""sourceAnchorName"":""Bip001-R-UpperArm"",""runtimeAnchorSlotId"":""Bip001-R-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""resolutionStatus"":""MISSING_SOURCE_SOCKET""}],""runtimeAnchorSlotIds"":[""Bip001-L-UpperArm"",""Bip001-R-UpperArm""],""runtimeAnchorSlotId"":""Bip001-L-UpperArm"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""MISSING_SOURCE_SOCKET"",""sourceSelectorByteOffset"":402},""localTransform"":{""sourcePositionUeUnits"":[30.0,15.0,0.0],""position"":[0.3,0.0,-0.15],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[1.0,1.0,1.0]},""sourceTransformByteOffset"":450,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":542,""parameterOverrides"":[]}",465111,34422,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-002,Effect,0.0,0.5,,421991847,,,465757,34454,True,TIMING_ONLY
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-003,Effect,0.0,0.10000000149011612,,41600006,,,465907,34473,True,TIMING_ONLY
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-004,MonsterMoveNextStage,0.8999999761581421,0.0,,,,,466057,34495,True,TIMING_OR_STATE_ONLY
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-005,ViewShake,1.0,0.0,,,,,466157,34514,True,SOURCE_PARAMETERS_SERIALIZED
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-006,PlayParticleEffect,1.0,0.0,True,,ParticleSystem:FX_Post.FX_Par.Par_C_ZoomBlur_03,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'FX_Post.FX_Par.Par_C_ZoomBlur_03'"",""attachment"":{""mode"":""SNAPSHOT_ROOT"",""sourceAnchorNames"":[],""runtimeAnchors"":[],""runtimeAnchorSlotIds"":[],""runtimeAnchorSlotId"":""root"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""EXACT_ROOT_SNAPSHOT"",""sourceSelectorByteOffset"":null},""localTransform"":{""sourcePositionUeUnits"":[275.0,0.0,0.0],""position"":[2.75,0.0,-0.0],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[0.4000000059604645,0.4000000059604645,0.4000000059604645]},""sourceTransformByteOffset"":385,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":473,""parameterOverrides"":[{""sourceIndex"":0,""name"":""life"",""sourceTypeCode"":1,""sourceRecordByteOffset"":477,""type"":""scalar"",""scalarValue"":0.6000000238418579,""sourceValueByteOffset"":490}]}",466409,34537,True,SOURCE_ASSET_EXPLICIT
requested_core,MN_RPCT_07,4219912,쿠크세이튼_군단장 시그니쳐 스킬,1,Att_Battle_28_02,action-4219912/stage-001/notify-007,PlayParticleEffect,1.0,0.0,True,,ParticleSystem:FX_Post.FX_Par.Par_C_FilmNoise_01,"{""schema"":""lostark.cef-play-particle-effect-header"",""version"":2,""enabled"":true,""sourceByteOffset"":47,""sourceByteValue"":1,""particleDataDecoded"":true,""sourceParticleSystem"":""ParticleSystem'FX_Post.FX_Par.Par_C_FilmNoise_01'"",""attachment"":{""mode"":""SNAPSHOT_ROOT"",""sourceAnchorNames"":[],""runtimeAnchors"":[],""runtimeAnchorSlotIds"":[],""runtimeAnchorSlotId"":""root"",""runtimeBoneName"":"""",""socketLocalTransform"":{""position"":[0.0,0.0,0.0],""rotationDegrees"":[0.0,0.0,0.0],""scale"":[1.0,1.0,1.0]},""runtimeResolutionStatus"":""EXACT_ROOT_SNAPSHOT"",""sourceSelectorByteOffset"":null},""localTransform"":{""sourcePositionUeUnits"":[275.0,0.0,0.0],""position"":[2.75,0.0,-0.0],""rotationDegrees"":[0.0,0.0,-0.0],""scale"":[1.0,1.0,1.0]},""sourceTransformByteOffset"":388,""parameterOverridesDecoded"":true,""sourceParameterCountByteOffset"":476,""parameterOverrides"":[{""sourceIndex"":0,""name"":""Lifetime"",""sourceTypeCode"":1,""sourceRecordByteOffset"":480,""type"":""scalar"",""scalarValue"":0.5,""sourceValueByteOffset"":497},{""sourceIndex"":1,""name"":""Size"",""sourceTypeCode"":3,""sourceRecordByteOffset"":562,""type"":""vector"",""vectorValue"":[350.0,350.0,0.0],""sourceValueByteOffset"":583},{""sourceIndex"":2,""name"":""Location"",""sourceTypeCode"":3,""sourceRecordByteOffset"":640,""type"":""vector"",""vectorValue"":[0.0,0.0,100.0],""sourceValueByteOffset"":665},{""sourceIndex"":3,""name"":""CameraOffset"",""sourceTypeCode"":1,""sourceRecordByteOffset"":722,""type"":""scalar"",""scalarValue"":100.0,""sourceValueByteOffset"":743}]}",467064,34568,True,SOURCE_ASSET_EXPLICIT
